customerID,tenure,MonthlyCharges,TotalCharges,age,Churn
CUST_00068,39,60.37518606039314,5391.678360967181,59,0
CUST_00069,52,20.448514574178663,2394.350595408215,41,0
CUST_00070,23,52.20790383418117,4758.067622411597,65,0
CUST_00071,25,36.06239005052356,4666.799864270934,58,0
CUST_00072,59,28.039267288339612,8320.702028820328,24,0
CUST_00073,40,115.58548425671368,4950.767338667131,28,0
CUST_00074,28,79.13469195430089,5255.326347870475,26,0
CUST_00075,14,92.32294099213347,3626.845069364135,66,0
CUST_00076,44,50.16710181314399,8542.734836581694,47,0
CUST_00077,64,58.101007208389554,6999.129466767695,58,0
CUST_00078,70,42.166247377465794,2582.939506919517,20,1
CUST_00079,8,27.890498438473323,7601.002080270564,39,0
CUST_00080,0,36.26122701904154,3902.919314462108,57,1
CUST_00081,7,99.34643262024156,7461.430948931674,68,1
CUST_00082,62,87.10967212874513,7409.534853275648,37,0
CUST_00083,10,73.78674535051864,1716.0542771304324,49,1
CUST_00084,7,66.45916703241033,6316.247359824521,65,0
CUST_00085,34,112.08829693292469,2629.973864372649,24,0
CUST_00086,34,25.418964673424178,2691.4841765341607,77,0
CUST_00087,32,46.62128295026743,2681.205730387615,24,0
CUST_00088,4,53.69366106421283,6535.602863088335,37,1
CUST_00089,40,97.80743284570435,2083.837855296974,42,1
CUST_00090,27,119.23649125652108,28.134400509890224,62,0
CUST_00091,6,42.548392505229614,6442.826944274046,52,0
CUST_00092,72,107.17934808198223,1557.238999639425,61,1
CUST_00093,71,102.72352156404271,958.2519098643552,41,0
CUST_00094,11,40.915054559460195,2152.89476293466,57,0
CUST_00095,33,58.731923180320706,3431.5066904578816,30,0
CUST_00096,32,59.78663266783695,4293.638820709342,69,0
CUST_00097,47,117.77850818970894,420.2389655994248,65,1
CUST_00098,22,36.45097394064763,8735.748526993697,56,0
CUST_00099,61,99.51411305268776,6450.246219707632,21,0
CUST_00100,36,52.087656845657214,2922.2827066125387,78,0
CUST_00101,43,92.54877526916836,2881.901370422868,29,1
CUST_00102,34,60.84112243815761,4047.9120933287654,34,0
CUST_00103,64,76.99269583788708,5643.678508412036,18,1
CUST_00104,46,102.92640087926537,1334.4301379689305,79,1
CUST_00105,2,100.02488762835618,1716.589727609272,34,0
CUST_00106,0,106.37516472104942,7737.722553845287,19,0
CUST_00107,4,24.08096718515522,2321.1692165238715,23,0
CUST_00108,13,88.58915641005397,3434.151081817094,61,0
CUST_00109,26,32.278712425619815,7844.021221532051,75,1
CUST_00110,8,60.413493937877924,5975.0675080104065,28,0
CUST_00111,14,73.95601833557822,3088.572676488361,70,0
CUST_00112,41,59.07942744417674,6159.621920607095,60,0
CUST_00113,50,71.00039093190676,196.75527412509513,35,1
CUST_00114,62,119.64568349745915,6626.0710869020595,57,0
CUST_00115,51,31.792165998711184,4393.404043835831,42,0
CUST_00116,3,86.89651662431541,7322.375682614462,56,1
CUST_00117,22,58.39209857133275,8592.646115018086,45,0
CUST_00118,14,31.566999488547538,8333.581174461224,63,0
CUST_00119,42,34.19114986417957,8185.20009022896,33,0
CUST_00120,28,114.82585683705292,4619.286204286306,29,0
CUST_00121,35,107.71935266459973,3254.0761849676637,58,0
CUST_00122,12,110.51827996233223,4196.017216081442,69,1
CUST_00123,31,119.13634313439343,6215.266109753979,46,0
CUST_00124,70,39.248169780868835,7958.300036303257,40,0
CUST_00125,58,54.254812411134296,1878.7370009410736,38,0
CUST_00126,27,86.2603410523364,8265.374562986093,33,0
CUST_00127,65,67.34785906578603,7340.318483089604,70,0
CUST_00128,41,60.675732404590015,8810.127016300547,68,1
CUST_00129,44,54.49674743223049,7924.660924069551,65,0
CUST_00130,61,78.56562445823212,2533.837220633322,58,0
CUST_00131,56,76.71052972128837,971.4840838695483,62,0
CUST_00132,5,34.46869907455249,1027.9248264844657,43,0
CUST_00133,27,66.11746342688079,2635.185400832919,54,0
CUST_00134,27,74.45412117340469,5535.369841381163,39,1
CUST_00135,43,76.16926775060182,7242.796528352609,68,0
CUST_00136,29,39.43093367705988,8095.267756694451,27,0
CUST_00137,61,93.71168200973325,5621.30539163571,24,1
CUST_00138,61,20.570307671749102,70.56918847752249,26,0
CUST_00139,0,54.19284926540259,1693.1246531364309,42,0
CUST_00140,26,97.58169015063463,915.5413106032441,63,0
CUST_00141,61,75.51707794765105,3282.65379060971,32,0
CUST_00142,2,44.63856811610775,4522.1319228310385,30,0
CUST_00143,69,88.88521817299086,409.7066636354764,59,1
CUST_00144,71,75.87387630391949,3149.3322226449845,63,1
CUST_00145,26,99.2168481645515,1629.0334781353968,43,0
CUST_00146,8,92.97256899136198,5830.690093004688,38,0
CUST_00147,61,80.23100804769594,4189.165876532574,40,1
CUST_00148,36,67.79412288170303,4467.952469466501,78,0
CUST_00149,50,31.58457681808739,3860.6722565404807,61,0
CUST_00150,43,44.655967824309144,8605.057000169372,45,0
CUST_00151,23,60.7481462375427,1948.3214235916378,78,0
CUST_00152,58,79.12852727465165,4659.645053397991,68,1
CUST_00153,31,70.39820123196108,6629.435967920716,55,0
CUST_00154,51,47.39482164787201,5020.462829948372,29,1
CUST_00155,61,18.659364494550477,8362.607553736874,41,0
CUST_00156,57,68.61640063388302,3414.155833658732,30,0
CUST_00157,51,47.133850833348795,4183.8087358431385,57,0
CUST_00158,11,92.93004667247457,814.9303906282612,65,1
CUST_00159,38,20.442519057589315,5488.812017246318,19,1
CUST_00160,1,77.65243675319067,2608.1434766639923,71,0
CUST_00161,2,114.03037222561868,1459.5751748498083,56,1
CUST_00162,55,35.78974524537295,4909.891010282483,29,0
CUST_00163,58,66.10824805656073,4800.146165151597,56,0
CUST_00164,1,27.32504316534809,701.327338191947,68,0
CUST_00165,1,81.81955505065797,6289.974772380366,31,1
CUST_00166,53,74.15423142081501,5621.474272044658,47,0
CUST_00167,0,59.5512834697089,1717.3751990635449,58,0
CUST_00168,18,71.1804561903216,4235.525062143313,67,0
CUST_00169,1,109.45061516383905,6488.499789977468,60,1
CUST_00170,52,38.02201883572884,4774.332950060663,65,0
CUST_00171,43,20.30158019394542,3571.4919041284606,36,0
CUST_00172,31,105.8898182393083,2914.599353566874,48,0
CUST_00173,69,76.86594240356646,5501.336922463602,60,0
CUST_00174,31,108.84716245710793,8453.19611082596,67,0
CUST_00175,67,78.8884127881436,6052.2686674878005,60,0
CUST_00176,54,100.63643117588965,691.2182146541132,42,0
CUST_00177,55,61.82668306222509,4156.951061869561,21,0
CUST_00178,16,94.48571299140342,8019.600700965436,67,0
CUST_00179,37,111.13022962276531,868.2725836937602,68,0
CUST_00180,23,76.35654229966504,8900.10389499514,30,0
CUST_00181,68,36.44008535736271,8542.643154935884,53,0
CUST_00182,69,45.41735673308021,722.9048369542852,79,0
CUST_00183,10,38.26174684353539,8402.051617637004,59,0
CUST_00184,15,43.17941681476476,3280.9306605299707,78,0
CUST_00185,72,49.25437583380571,7605.4883203412455,71,0
CUST_00186,58,74.62364624882522,3777.0823726651784,54,0
CUST_00187,69,77.97514620531095,3978.8789120685924,20,0
CUST_00188,2,61.502974218669834,5715.502956978333,33,0
CUST_00189,19,80.77291954172522,6974.8072250983305,43,0
CUST_00190,58,26.320642412359327,323.42657551527276,57,0
CUST_00191,35,26.954400179932318,5346.540839833666,73,1
CUST_00192,18,35.526604956481165,1696.8622869943915,56,0
CUST_00193,66,70.84390480011515,3126.6266704115624,36,1
CUST_00194,18,39.82745722722798,3144.758622073844,63,0
CUST_00195,19,46.89500915624289,4232.161855185959,32,1
CUST_00196,70,58.831909289645395,3020.544978648037,49,0
CUST_00197,51,100.81034464905875,984.1028436869965,66,0
CUST_00198,32,19.413937863111734,1327.746071958554,38,0
CUST_00199,39,84.23663966413548,320.2731103386571,18,0
CUST_00200,38,86.22540616614991,4242.836786252214,23,1
CUST_00201,0,99.46288959637693,8590.940299779837,44,0
CUST_00202,10,113.14079978415195,1058.7635083600867,40,0
CUST_00203,56,20.05406059282756,8517.455147167677,64,0
CUST_00204,49,33.68593796234805,6605.5864022942,48,0
CUST_00205,22,108.3894719937113,5744.739250348785,29,1
CUST_00206,30,64.76889334307558,5814.594242805595,38,0
CUST_00207,41,75.58824517121329,7444.014282598613,69,0
CUST_00208,6,85.62877477976103,980.140382130796,19,0
CUST_00209,15,87.264793658555,4552.693825618565,22,0
CUST_00210,59,113.03752113828384,6279.878421581611,26,1
CUST_00211,1,119.6888405759903,5289.647596760602,37,1
CUST_00212,0,91.4560610149559,7498.356057789186,63,1
CUST_00213,47,47.29656333892538,668.9999469219364,35,0
CUST_00214,11,107.73474503402305,6222.49533470251,78,1
CUST_00215,68,23.020533283157683,4815.569018854765,39,0
CUST_00216,36,41.57024699319861,3424.8645585398917,25,0
CUST_00217,31,109.53334318129892,3075.669340461597,51,0
CUST_00218,8,44.13153447281421,5595.077042312252,26,0
CUST_00219,18,40.50640808141834,8021.138464305498,24,0
CUST_00220,47,32.08877990030522,4475.659816388015,47,1
CUST_00221,2,105.62939927998548,7426.014013410743,78,1
CUST_00222,19,69.00594243749084,3631.364308958828,35,0
CUST_00223,23,86.83910671152378,939.5022758827254,44,0
CUST_00224,53,42.38477117565303,572.3215133985742,33,0
CUST_00225,32,95.32012294314409,480.9826544866246,38,0
CUST_00226,23,95.52056558613404,3433.7482747798763,22,0
CUST_00227,71,49.88499854064661,3048.3950025058616,72,0
CUST_00228,35,59.88962856704885,6467.074472130674,46,0
CUST_00229,37,39.38840829788049,6690.537084232095,64,0
CUST_00230,24,117.60922437893623,476.66864012698363,54,0
CUST_00231,17,83.85146285995799,2005.6869007433543,60,0
CUST_00232,65,113.32347583298258,2482.8714144269193,79,0
CUST_00233,53,48.94532545017158,4937.555617602428,39,1
CUST_00234,34,97.75287312568275,1317.7467106844133,31,0
CUST_00235,60,96.11758167624369,1222.7921502120032,74,0
CUST_00236,40,88.54887649038724,8495.224225087462,36,0
CUST_00237,32,116.49517547721365,7241.7421075340735,52,0
CUST_00238,67,58.14264428284419,1642.2810207787093,41,0
CUST_00239,32,31.333167006155243,3670.978914991309,59,1
CUST_00240,13,86.51430364289419,3213.4855533329387,77,0
CUST_00241,20,92.38959964867503,7123.216585107358,23,0
CUST_00242,47,76.6561784927991,4601.711989973536,77,1
CUST_00243,19,39.095425099606416,1168.0906382013338,75,0
CUST_00244,7,69.45450605027425,6656.14872714307,20,0
CUST_00245,6,49.8433531300512,3584.0540444597723,51,0
CUST_00246,66,61.601585873002286,2381.0597437366805,62,1
CUST_00247,16,83.81229473615572,3391.977625746067,67,0
CUST_00248,32,94.01190375446512,4489.853941189929,19,0
CUST_00249,47,41.686918471937,3101.1773374247446,32,0
CUST_00250,58,59.34318678598924,2192.3138378739854,54,0
CUST_00251,21,45.45448024114617,3598.5482186597433,32,0
CUST_00252,29,38.26042461391065,192.17273853408622,77,0
CUST_00253,37,97.90549643957551,6957.030657944899,49,0
CUST_00254,50,110.74377483257322,1555.0851442369205,38,0
CUST_00255,53,55.76368293982682,414.26343040312247,34,1
CUST_00256,7,94.63045028612422,5890.214262287611,51,1
CUST_00257,26,109.49351951516994,6969.946436836577,49,0
CUST_00258,26,104.30466947408362,7328.185601703732,67,0
CUST_00259,20,36.64696563100104,4451.712460292188,64,0
CUST_00260,29,115.54177191436285,1864.206298516068,69,0
CUST_00261,27,56.42099692380517,6640.304541703445,40,0
CUST_00262,63,52.6025474397313,6303.423432845948,52,0
CUST_00263,68,24.367995382333596,2231.5111922464957,54,0
CUST_00264,60,67.58971271869807,8132.601647647881,60,0
CUST_00265,47,29.11938879537473,957.2556935838044,58,0
CUST_00266,18,43.35106173459745,8844.540391530105,54,0
CUST_00267,3,50.3281474202627,7745.025342577632,74,0
CUST_00268,34,100.50028499615178,6197.329836402096,50,0
CUST_00269,63,107.29984234038145,8449.973996752899,42,1
CUST_00270,48,48.851564381069906,6506.354291546896,63,1
CUST_00271,16,105.58720836694654,1730.3038333298125,54,0
CUST_00272,43,105.4375556117187,3990.562120253049,57,0
CUST_00273,29,95.9943969392571,662.0971584980855,38,0
CUST_00274,45,32.96290162954852,3519.123652147276,63,0
CUST_00275,5,88.41293038387435,6679.595117240134,77,1
CUST_00276,36,114.39245458721801,3490.26129135874,65,0
CUST_00277,23,87.61912883425002,2986.041695703844,55,0
CUST_00278,45,51.82491860899906,5366.294388142601,57,1
CUST_00279,52,69.05909037794478,7852.396670410077,51,0
CUST_00280,59,83.86395442180746,447.2970690640896,36,0
CUST_00281,62,70.07818169030736,3481.524503603624,44,0
CUST_00282,31,30.235200056558924,1441.001861501059,26,0
CUST_00283,32,49.83053255450611,6264.281171572189,22,0
CUST_00284,66,99.84439511647052,969.4065526715912,22,1
CUST_00285,17,105.86464070174277,5989.973672050596,42,0
CUST_00286,24,32.00460333698816,2589.904219765208,43,0
CUST_00287,53,115.14344874466991,1806.2729873602777,36,1
CUST_00288,57,51.539907020558154,8428.445969268369,47,0
CUST_00289,66,85.55600135053344,186.3506991786837,53,0
CUST_00290,45,94.68616488758148,3951.239901568329,65,0
CUST_00291,23,100.8185159330641,214.21039230690815,65,0
CUST_00292,31,114.46646962704487,4362.665571976874,33,0
CUST_00293,46,49.917793898939905,4519.405452593875,24,1
CUST_00294,22,105.56765836425856,2908.528993124828,35,0
CUST_00295,65,31.43206415049312,1206.8127621747126,73,0
CUST_00296,26,89.91417244806645,3399.9600888555883,38,0
CUST_00297,1,93.68172841042656,6056.921200594443,48,1
CUST_00298,16,87.12777060253468,7045.914361627243,18,0
CUST_00299,32,43.7361030857856,4786.140409445518,20,1
CUST_00300,8,107.05040099555075,5316.7128620690055,48,0
CUST_00301,42,35.22356326378029,1821.5350126993812,42,1
CUST_00302,47,23.470748735124744,2600.226392384292,70,1
CUST_00303,38,91.18142904241503,1473.8225782701786,25,0
CUST_00304,41,66.49852295373884,2258.6722430414097,18,0
CUST_00305,25,104.60799803578496,2039.4832864252753,79,0
CUST_00306,49,57.10650838794241,4684.650101793313,24,0
CUST_00307,24,35.16441602778671,5072.94502700075,24,0
CUST_00308,23,103.31710363192671,8505.62783897711,25,0
CUST_00309,12,73.9887824272873,1776.2244109716771,36,0
CUST_00310,59,37.2979708238162,5782.247877250234,34,0
CUST_00311,6,91.47916785581747,7358.988235507955,28,0
CUST_00312,56,70.13359112592906,5050.968344771812,64,0
CUST_00313,35,79.63992418851262,2309.9327994596597,58,0
CUST_00314,44,65.01163049707135,2377.701065579602,66,0
CUST_00315,19,102.52831634943665,372.4924165775792,28,1
CUST_00316,64,102.61539699967108,2762.8891544053654,55,0
CUST_00317,7,90.3576598260874,6706.5410374503535,58,1
CUST_00318,15,28.75094049443915,446.7094597198512,79,0
CUST_00319,13,103.56309391421502,1989.2716368933793,67,1
CUST_00320,14,86.4433240143568,6361.967836815402,69,0
CUST_00321,65,89.09646493243855,7048.211034149432,19,0
CUST_00322,31,55.024249721194906,4108.759322356117,21,0
CUST_00323,62,107.68651472801469,6288.707559538267,67,0
CUST_00324,50,91.98790322395546,3503.8104745209303,45,0
CUST_00325,24,29.484227585977834,1456.020940316665,50,1
CUST_00326,57,59.593359509428595,3595.3824518357005,28,0
CUST_00327,62,108.41079691993446,5228.111025424223,20,0
CUST_00328,61,22.814063573132657,8533.518471038955,57,0
CUST_00329,21,116.06449520348905,637.3835497563223,22,0
CUST_00330,57,87.2745819685954,4576.398962727746,69,0
CUST_00331,57,82.40034971962442,2973.6996083323047,38,1
CUST_00332,48,45.59704416177512,4584.639014604717,39,0
CUST_00333,51,43.37676245139606,235.29951744125447,71,0
CUST_00334,41,114.08993838783674,2830.9676852202,54,0
CUST_00335,69,48.42379033188052,7382.415964792504,77,1
CUST_00336,14,97.10154026533793,4994.396770014645,28,0
CUST_00337,53,58.09842341712207,4066.230785488734,61,0
CUST_00338,59,32.203915220039804,2584.0151440037494,39,0
CUST_00339,7,19.09296036492661,2696.421854666376,58,1
CUST_00340,52,73.51424837555558,3460.2508736434484,70,0
CUST_00341,59,117.52943949199113,7523.424975481752,30,0
CUST_00342,4,55.65189176853886,8705.57459713825,71,1
CUST_00343,67,54.433618067290574,3959.1253245263633,69,0
CUST_00344,5,53.09734502064309,3552.3084919549015,78,0
CUST_00345,46,71.09547140509557,7622.0259668623685,20,0
CUST_00346,54,62.94781810927794,3853.609779314006,30,0
CUST_00347,39,107.75129192615547,4977.123187214947,45,0
CUST_00348,51,69.563120755796,2093.856148096725,71,1
CUST_00349,15,69.79129949523401,6696.652771296095,28,0
CUST_00350,12,32.11390266149677,4797.255098071621,28,1
CUST_00351,29,118.23943317285936,7285.130261158268,38,0
CUST_00352,18,43.49723486862062,7030.9799156574545,69,0
CUST_00353,16,25.483134880879472,1950.7428190648566,38,0
CUST_00354,62,85.64091739547129,6446.407244008707,24,0
CUST_00355,18,78.72736975600101,7204.488583403315,34,0
CUST_00356,57,60.344856707260064,3128.043022225908,65,0
CUST_00357,54,61.06360785582916,1570.0298338624254,31,0
CUST_00358,61,98.07651994673598,43.63675710470186,50,0
CUST_00359,22,37.96268929016421,4069.1148047764705,28,1
CUST_00360,8,101.66583853237876,3184.845929218797,30,0
CUST_00361,11,84.17220561729185,5003.0903077521725,18,0
CUST_00362,0,60.734916925511484,1708.609011447296,51,0
CUST_00363,57,64.71891889155461,7739.7966180449475,26,0
CUST_00364,0,44.17801513298177,2334.6418363404246,30,0
CUST_00365,33,94.71566193509143,2053.337853687097,54,0
CUST_00366,47,70.31322371513731,4336.812227229517,47,0
CUST_00367,0,50.72716336048405,4499.6821932235825,58,0
CUST_00368,15,78.79711180761691,1951.4653544901337,62,1
CUST_00369,60,119.56491410923495,2461.3093259987236,54,0
CUST_00370,63,62.39675252496849,1543.9530476140994,64,0
CUST_00371,62,111.91052287941919,6471.7724013420375,79,0
CUST_00372,68,53.19171767230574,6935.399500661655,24,0
CUST_00373,21,23.582736106348563,4171.709907184358,31,0
CUST_00374,66,38.832694849579745,6432.501463711456,79,0
CUST_00375,25,60.70690461942379,6628.699819598261,65,0
CUST_00376,15,40.40276271664604,1261.7142385467212,23,0
CUST_00377,50,18.023157898262063,8696.27866301414,51,1
CUST_00378,56,111.33015685024777,7392.86688492595,33,0
CUST_00379,28,104.07569994555476,1856.261481538495,68,1
CUST_00380,68,93.7138076116686,1691.7620209997108,54,0
CUST_00381,46,35.11708875589492,1148.437087304653,53,0
CUST_00382,61,30.27708477341858,1262.6394916264271,63,1
CUST_00383,68,24.895684446183083,6738.492955277691,76,0
CUST_00384,15,91.85097725483796,4237.495227425579,23,0
CUST_00385,47,112.7384119901643,7050.748871204008,25,0
CUST_00386,38,61.914653733129775,6721.368951264844,41,0
CUST_00387,32,30.152348543596915,5449.42216727689,20,0
CUST_00388,22,70.26406771467487,6183.5721270765425,21,0
CUST_00389,9,53.580854560780274,184.83440492469327,49,0
CUST_00390,68,56.232142283699766,2819.7632683090974,18,0
CUST_00391,33,81.37572366388214,5747.643169749504,51,0
CUST_00392,51,91.30924755274464,103.91768230647293,62,0
CUST_00393,9,29.281567085062406,316.1329542696888,26,0
CUST_00394,18,21.630203542260592,7669.954082584041,29,1
CUST_00395,57,119.42169087394292,6162.543257994805,27,1
CUST_00396,0,41.738291589386286,2403.0202034206886,27,1
CUST_00397,68,23.490713540662824,6197.906304266007,67,0
CUST_00398,3,37.367283567783836,7136.2608888705845,61,0
CUST_00399,15,21.97370032754335,2775.012662328709,71,0
CUST_00400,23,57.96471125095151,343.6156499427033,79,0
CUST_00401,1,99.84498201403507,8396.356539695857,65,1
CUST_00402,31,52.806933875287505,3119.7149478947617,40,0
CUST_00403,23,63.30670750159339,976.2062342966633,23,0
CUST_00404,11,86.90985090387876,4436.874705110464,41,0
CUST_00405,49,69.90719514712778,6920.840805063922,74,0
CUST_00406,34,105.86745997417506,2010.3928852656811,41,1
CUST_00407,32,106.33563885466717,2440.020650197603,38,0
CUST_00408,32,19.01089094009767,2199.580581451277,73,0
CUST_00409,60,97.36072326128631,8925.22401442847,59,0
CUST_00410,50,64.99482722465073,1792.685528900272,48,0
CUST_00411,42,118.86173521297363,5188.171548355794,64,0
CUST_00412,11,67.28967173929439,8328.87648207954,75,0
CUST_00413,66,118.66338642960635,1339.1311885224577,58,0
CUST_00414,64,94.96607484298514,8738.270696851949,47,0
CUST_00415,32,43.35769823055725,8528.345564872709,73,0
CUST_00416,39,72.91628788726968,7963.456443783198,51,0
CUST_00417,42,119.19783522681544,1946.7175615434203,35,0
CUST_00418,43,105.46812199069622,5713.81440297863,29,0
CUST_00419,28,27.93142316670455,6852.805427191936,52,0
CUST_00420,12,90.0499436746196,8874.530795203938,24,0
CUST_00421,11,53.24911775882293,1640.2059222907064,58,0
CUST_00422,45,18.712190711795508,6898.9125776832825,57,0
CUST_00423,1,59.15505884075396,3062.4345059454745,42,0
CUST_00424,34,41.94495101594707,1597.1256608006609,23,0
CUST_00425,7,101.5246655930881,3803.964932100417,18,0
CUST_00426,25,52.40772210226808,7148.646491094575,63,1
CUST_00427,33,102.40741678328935,4194.351237262388,33,1
CUST_00428,6,18.06098976114912,4846.957439823375,77,0
CUST_00429,67,49.39755330266415,8956.531503597089,65,0
CUST_00430,57,42.598851859391715,3604.0015100256855,21,0
CUST_00431,28,41.823870828998324,5546.298777288974,46,1
CUST_00432,35,24.955035216077196,3299.892930506039,55,0
CUST_00433,20,37.08667558187118,3547.2151040317704,64,0
CUST_00434,35,74.66605612833322,6266.853965939765,45,0
CUST_00435,9,47.71882942944994,8442.225045332054,39,0
CUST_00436,72,60.57426779757309,4890.383375421046,25,0
CUST_00437,23,56.44042179541323,6920.231361960043,49,0
CUST_00438,63,107.34230234998925,821.0748981763351,50,0
CUST_00439,48,110.34049789907257,1916.1991761387042,30,1
CUST_00440,35,68.28161110889772,4529.142135457401,44,0
CUST_00441,23,51.67590693219165,199.70527818639763,35,0
CUST_00442,22,28.89367180824109,2290.637709287778,35,1
CUST_00443,61,115.24709369697369,4666.263582628196,30,0
CUST_00444,36,24.14314837983034,154.35156034158038,39,1
CUST_00445,11,48.36032831196461,2395.6256503098543,79,0
CUST_00446,54,48.402752519340424,4635.996758893308,31,0
CUST_00447,12,50.68093118630192,5166.880246871586,28,0
CUST_00448,22,34.757258013785744,8333.250203636642,56,0
CUST_00449,29,97.88246595421711,5815.203696790459,67,0
CUST_00450,16,30.4947819205309,3744.327506719344,70,0
CUST_00451,61,82.7604792336226,8374.553570654949,39,0
CUST_00452,12,30.632294723993382,7068.249190822393,53,0
CUST_00453,58,25.194635034481568,1816.0801115924735,34,0
CUST_00454,18,110.7618093759594,1194.9644049124015,68,0
CUST_00455,48,37.393134164507984,6088.788488969742,49,1
CUST_00456,11,101.76751576508984,5047.750826881314,31,0
CUST_00457,60,73.55234885292785,7111.269051858946,59,1
CUST_00458,18,25.9413650000945,6654.469349706605,74,0
CUST_00459,8,115.45571552668288,5634.399574040485,46,0
CUST_00460,70,43.190039033173036,8877.711901227452,23,0
CUST_00461,27,105.68382522596586,4811.63577639147,67,0
CUST_00462,51,35.218620590025544,1035.6896933854441,74,0
CUST_00463,15,105.102173978469,7457.896612047575,21,0
CUST_00464,68,19.34933891633999,2281.643193864467,28,0
CUST_00465,11,70.20160657008702,7000.173290332386,62,0
CUST_00466,24,96.48314310099879,8614.821722080462,57,0
CUST_00467,51,113.3491427842639,6277.223715399785,27,0
CUST_00468,52,110.73861789306167,5372.350845329214,72,0
CUST_00469,22,101.60173669385978,4154.267857561865,45,0
CUST_00470,15,108.59551766545302,3292.4005966387213,28,0
CUST_00471,56,38.3204079553818,3189.9826637270894,52,1
CUST_00472,38,46.98679816259633,5734.626897272124,32,0
CUST_00473,52,47.47478954194797,6766.432590100958,25,0
CUST_00474,41,56.45950096217328,6113.083283970041,37,0
CUST_00475,57,58.118708379289245,1801.7227087181932,67,0
